,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
36536,36536,city scrape,Apartamento Copa Star,2018-01-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,66,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1446.0,1,365,1,5,365,365,t,4,17,38,87,2,2,0,2024-11-17,2024-11-19,4.0,4.5,4.5,5.0,4.5,4.5,4.0,t,2,1,1,0,1.43,245.82000000000002
36538,36538,city scrape,"casa luxuosa na Barra da Tijuca, Rj. Mansão Ibiza",2024-11-11,,within an hour,100%,100%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire home,Entire home/apt,12,5.0,5.0,7.0,6000.0,3,90,3,3,1125,1125,t,27,57,78,353,0,0,0,,,,,,,,,,t,1,1,0,0,,1020.0000000000001
36540,36540,city scrape,Apartamento Ilha do Governador,2022-06-30,"Cariacica, Brazil",within an hour,92%,67%,,Bancários,4.0,4.0,t,,Bancários,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,551.0,3,365,1,3,7,365,t,25,55,79,169,0,0,0,,,,,,,,,,f,2,2,0,0,,93.67
36555,36555,city scrape,3 bedrooms and Master with view of the sea,2011-07-15,"Rio de Janeiro, Brazil",within an hour,94%,96%,,Ipanema,51.0,96.0,t,,Leme,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1469.0,2,45,2,5,45,45,t,19,20,38,68,0,0,0,,,,,,,,,,f,25,25,0,0,,249.73000000000002
36559,36559,city scrape,Casa Duplex perto da Praia,2024-10-25,"Rio de Janeiro, Brazil",within an hour,92%,50%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Entire home,Entire home/apt,8,2.0,2.0,8.0,400.0,1,365,1,1,365,365,,25,55,85,85,0,0,0,,,,,,,,,,f,1,1,0,0,,68.0
36560,36560,city scrape,Vista pro Mar de Ipanema,2016-01-05,"Rio de Janeiro, Brazil",within an hour,97%,99%,t,Ipanema,6.0,6.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,4200.0,7,365,7,7,365,365,t,0,5,20,20,0,0,0,,,,,,,,,,t,2,2,0,0,,714.0
36564,36564,city scrape,Solar 4 - Ap. Solar do Recreio 4,2023-10-13,,within an hour,100%,76%,t,Recreio dos Bandeirantes,27.0,27.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,14,2.0,2.0,3.0,739.0,1,365,1,1,365,365,t,30,60,90,365,4,4,2,2024-11-15,2024-12-07,5.0,4.5,4.75,5.0,5.0,4.75,5.0,f,15,15,0,0,2.79,125.63000000000001
36567,36567,city scrape,3 quartos Copacabana/Ipanema,2021-12-24,"Rio de Janeiro, Brazil",within an hour,100%,63%,f,Copacabana,1.0,2.0,f,,Copacabana,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,1450.0,4,90,2,7,90,90,t,10,34,53,328,0,0,0,,,,,,,,,,f,1,1,0,0,,246.50000000000003
36570,36570,city scrape,Sítio com mais de 1000m²,2022-10-01,"Rio de Janeiro, Brazil",within a few hours,90%,100%,f,Sepetiba,1.0,1.0,t,"Rio de Janeiro, Brazil",Sepetiba,Entire home,Entire home/apt,15,1.0,3.0,1.0,1000.0,2,365,2,2,365,365,t,28,58,88,363,1,1,1,2024-12-25,2024-12-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,1.0,170.0
36572,36572,city scrape,Ano novo no paraíso até 6p RJ,2023-04-12,"Vargem Grande do Sul, Brazil",within a few hours,98%,47%,f,Chácaras Camargo,15.0,16.0,t,,Vidigal,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,2778.0,6,365,6,6,365,365,t,8,8,8,8,0,0,0,,,,,,,,,,f,1,1,0,0,,472.26000000000005
36575,36575,previous scrape,SUH Copacabana 78 Premium Flat,2019-11-17,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Copacabana,115.0,230.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,,2.0,,,1,365,1,5,365,365,t,22,39,67,67,3,3,2,2024-11-17,2024-12-09,4.67,5.0,5.0,4.67,4.67,4.33,5.0,t,113,113,0,0,2.14,
36580,36580,city scrape,Apartamento todo em Rio de Janeiro,2022-09-20,"Rio de Janeiro, Brazil",within an hour,100%,52%,f,São Cristovão ,3.0,3.0,t,,São Cristóvão,Entire rental unit,Entire home/apt,5,0.5,1.0,1.0,342.0,2,365,1,2,365,365,t,22,52,77,77,0,0,0,,,,,,,,,,f,3,1,2,0,,58.14000000000001
36583,36583,city scrape,Apartamento na lagoa 2 quartos,2020-10-03,"Rio de Janeiro, Brazil",within a few hours,100%,100%,t,Manguinhos,2.0,2.0,t,,Lagoa,Entire rental unit,Entire home/apt,5,3.0,2.0,2.0,1120.0,4,365,4,4,365,365,t,1,1,1,37,0,0,0,,,,,,,,,,t,1,1,0,0,,190.4
36585,36585,city scrape,Apartamento Bancarios,2022-06-30,"Cariacica, Brazil",within an hour,92%,67%,,Bancários,4.0,4.0,t,,Bancários,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,580.0,2,365,2,2,7,365,t,26,56,83,358,2,2,1,2024-11-18,2024-12-07,5.0,4.0,5.0,4.5,5.0,3.5,4.0,f,2,2,0,0,1.5,98.60000000000001
36586,36586,city scrape,Linda casa a 2 minutos da Praia,2024-11-15,,within a few hours,95%,40%,f,Recreio dos Bandeirantes,2.0,2.0,t,,Recreio dos Bandeirantes,Entire home,Entire home/apt,6,2.0,2.0,4.0,891.0,2,365,1,2,365,365,t,25,55,85,360,0,0,0,,,,,,,,,,f,2,1,1,0,,151.47
36589,36589,previous scrape,SUH Catete 04 Family House,2019-11-17,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Copacabana,115.0,230.0,t,,Catete,Entire rental unit,Entire home/apt,8,,3.0,,,1,365,1,5,365,365,t,15,44,68,293,1,1,0,2024-11-17,2024-11-17,2.0,3.0,3.0,2.0,4.0,4.0,3.0,t,113,113,0,0,0.71,
36594,36594,city scrape,Apartamento Moderno 1 minuto da Praia,2017-09-20,"Rio de Janeiro, Brazil",within an hour,100%,96%,,Recreio dos Bandeirantes,8.0,12.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1386.0,2,48,2,6,1125,1125,t,12,40,70,70,0,0,0,,,,,,,,,,t,4,4,0,0,,235.62
36597,36597,city scrape,Residencial Cidade Jardim Barra da Tijuca l Arenas,2018-09-09,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Botafogo,16.0,18.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,5,2.0,2.0,1.0,950.0,1,90,1,5,1125,1125,t,15,45,75,110,6,6,6,2024-11-27,2024-12-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,15,15,0,0,6.0,161.5
36598,36598,city scrape,Apartamento em Copacabana,2024-11-14,,within a few hours,80%,0%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,1577.0,5,365,5,5,365,365,t,30,60,85,359,0,0,0,,,,,,,,,,f,1,1,0,0,,268.09000000000003
36604,36604,city scrape,Corcovado Window View - 2Bed Flat Ipanema,2010-06-27,"Rio de Janeiro, Brazil",within an hour,99%,99%,t,Flamengo,46.0,62.0,f,,Ipanema,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,2190.0,2,365,2,5,365,365,t,0,3,26,30,2,2,1,2024-11-27,2024-12-22,5.0,4.5,5.0,5.0,5.0,5.0,4.5,t,26,26,0,0,1.87,372.3
36610,36610,city scrape,Confortável próximo da praia,2019-04-23,"Rio de Janeiro, Brazil",within a few hours,98%,60%,t,Copacabana,36.0,73.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1780.0,3,365,3,7,365,365,t,8,9,29,29,0,0,0,,,,,,,,,,f,31,31,0,0,,302.6
36613,36613,city scrape,Appartement N S Copacabana 363,2023-11-27,"Drancy, France",within an hour,100%,87%,f,Copacabana,6.0,6.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,288.0,2,30,2,2,30,30,t,6,32,46,313,0,0,0,,,,,,,,,,f,2,2,0,0,,48.96
36614,36614,city scrape,Apartamento na Praia da Barra,2024-08-29,,within an hour,100%,89%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,10,4.0,4.0,7.0,1116.0,1,365,1,1,365,365,t,3,13,36,311,2,2,2,2024-12-14,2024-12-21,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1,1,0,0,2.0,189.72000000000003
36615,36615,city scrape,Perfeito p/ família. Paz e conforto :⁠-⁠),2023-10-19,"Campos dos Goytacazes, Brazil",within an hour,100%,100%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,7,2.0,2.0,5.0,1140.0,1,365,1,5,365,365,t,21,51,81,356,0,0,0,,,,,,,,,,t,1,1,0,0,,193.8
36619,36619,city scrape,Lindo apto em Copacabana com ar,2018-06-14,"São Paulo, Brazil",within an hour,100%,93%,f,Ipanema,5.0,5.0,f,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1793.0,2,365,2,2,365,365,t,5,19,41,300,1,1,1,2024-12-24,2024-12-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,4,0,0,1.0,304.81
36620,36620,city scrape,Ipanema Way of Life,2012-05-31,"Rio de Janeiro, Brazil",within an hour,100%,93%,f,Tijuca,76.0,83.0,f,"Rio de Janeiro, Brazil",Ipanema,Entire condo,Entire home/apt,6,1.0,1.0,3.0,599.0,2,369,2,6,369,369,t,14,43,66,157,4,4,3,2024-11-19,2024-12-18,4.75,4.75,4.0,5.0,5.0,4.75,4.5,f,63,61,2,0,3.0,101.83000000000001
36627,36627,city scrape,Apartamento NOVO a menos de 100 metros da praia!,2014-05-14,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Leblon,48.0,50.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,2.0,1.0,3.0,1729.0,2,365,1,5,365,365,t,3,33,63,127,0,0,0,,,,,,,,,,t,44,43,1,0,,293.93
36629,36629,city scrape,50 metros da praia de Copacabana,2022-02-01,"Rio de Janeiro, Brazil",within a few hours,92%,90%,f,Copacabana,11.0,11.0,t,,Copacabana,Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,1971.0,5,365,5,5,365,365,t,0,0,0,271,0,0,0,,,,,,,,,,f,11,7,4,0,,335.07000000000005
36631,36631,city scrape,Casa moderna alto padrão,2019-06-28,"Rio de Janeiro, Brazil",within a few hours,100%,,f,Barra da Tijuca,1.0,3.0,t,,Barra da Tijuca,Entire home,Entire home/apt,10,6.0,4.0,2.0,6143.0,5,365,5,5,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,1044.3100000000002
36635,36635,city scrape,Charme e Conforto em Copacabana,2016-05-17,"Rio de Janeiro, Brazil",within an hour,100%,92%,f,Copacabana,3.0,3.0,f,,Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,6.0,1179.0,1,365,1,1,365,365,t,0,0,0,0,2,2,1,2024-11-21,2024-12-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,2,1,0,1.58,200.43
36642,36642,city scrape,Praia do Pepê /  Barra da Tijuca-,2024-01-14,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Entire home,Entire home/apt,5,2.0,3.0,3.0,1000.0,5,1125,5,5,1125,1125,t,22,28,28,140,0,0,0,,,,,,,,,,f,2,1,1,0,,170.0
36650,36650,city scrape,area externa terreo no leblon,2024-11-14,,within a day,80%,25%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1093.0,3,365,2,28,365,365,t,14,39,69,256,0,0,0,,,,,,,,,,f,1,1,0,0,,185.81
36651,36651,city scrape,Apartamento,2021-12-14,Brazil,within a few hours,100%,100%,f,Barra da Tijuca,1.0,2.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,240.0,1,10,1,1,10,10,,22,52,77,77,0,0,0,,,,,,,,,,f,1,1,0,0,,40.800000000000004
36664,36664,city scrape,"House Copa - 9 Guests, Pool and Comfort",2015-03-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,83.0,94.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire home,Entire home/apt,9,4.0,4.0,5.0,3616.0,2,90,2,4,90,90,t,1,7,32,299,1,1,1,2024-12-05,2024-12-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,73,71,2,0,1.0,614.72
36670,36670,city scrape,Apê moderno na zona sul!,2018-09-06,"Rio de Janeiro, Brazil",within an hour,96%,93%,f,Botafogo,2.0,2.0,t,,Botafogo,Entire rental unit,Entire home/apt,6,1.0,1.0,2.0,759.0,1,365,1,1,365,365,t,8,30,52,322,0,0,0,,,,,,,,,,f,2,2,0,0,,129.03
36671,36671,city scrape,Apartamento Copacabana,2022-04-20,"Saquarema, Brazil",within an hour,95%,48%,f,Porto Novo,6.0,8.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,800.0,3,365,3,4,365,365,t,24,54,80,355,0,0,0,,,,,,,,,,f,2,1,1,0,,136.0
36675,36675,city scrape,TG60. Studio em Copanema na Quadra da Praia.,2024-02-26,"Rio de Janeiro, Brazil",within an hour,99%,99%,,Copacabana,19.0,20.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,971.0,2,365,2,5,1125,1125,t,4,29,48,56,1,1,0,2024-11-17,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,4,0,0,0.71,165.07000000000002
36679,36679,city scrape,202 - Barrabella Residencial,2024-06-03,,within an hour,91%,67%,f,Barra da Tijuca,27.0,27.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,8664.0,2,365,2,4,365,365,t,10,25,33,39,0,0,0,,,,,,,,,,f,25,25,0,0,,1472.88
36681,36681,city scrape,Apto para 6 pessoas á 1 quadra da Praia do Recreio,2022-07-07,,within an hour,100%,100%,f,Recreio dos Bandeirantes,2.0,2.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,507.0,1,30,1,3,1125,1125,t,20,50,80,126,0,0,0,,,,,,,,,,t,2,2,0,0,,86.19000000000001
36682,36682,city scrape,1223 - Barrabella Residencial,2024-06-03,,within an hour,91%,67%,f,Barra da Tijuca,27.0,27.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,614.0,2,365,2,2,365,365,t,4,23,24,24,0,0,0,,,,,,,,,,f,25,25,0,0,,104.38000000000001
36684,36684,city scrape,523 - Barrabella Residencial,2024-06-03,,within an hour,91%,67%,f,Barra da Tijuca,27.0,27.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,600.0,2,365,2,2,365,365,t,0,0,0,6,0,0,0,,,,,,,,,,f,25,25,0,0,,102.00000000000001
36686,36686,city scrape,1127 - Barrabella Residencial,2024-06-03,,within an hour,91%,67%,f,Barra da Tijuca,27.0,27.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,1000.0,2,365,2,2,365,365,t,7,26,49,298,1,1,1,2024-12-02,2024-12-02,5.0,5.0,3.0,5.0,5.0,5.0,5.0,f,25,25,0,0,1.0,170.0
36687,36687,city scrape,Casa com duas suítes,2023-12-05,,within a few hours,100%,69%,f,Itanhangá,3.0,3.0,t,,Itanhangá,Entire home,Entire home/apt,5,3.0,2.0,2.0,651.0,1,365,1,1,365,365,t,25,55,85,360,0,0,0,,,,,,,,,,f,3,1,2,0,,110.67
36688,36688,city scrape,919 - Barrabella Residencial,2024-06-03,,within an hour,91%,67%,f,Barra da Tijuca,27.0,27.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,8,2.0,3.0,3.0,1000.0,2,365,2,2,365,365,t,11,25,25,38,0,0,0,,,,,,,,,,f,25,25,0,0,,170.0
36693,36693,city scrape,Apê com localização incrível,2016-02-02,"State of Rio de Janeiro, Brazil",within an hour,100%,90%,t,Flamengo,2.0,2.0,t,,Flamengo,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,760.0,1,1125,1,5,1125,1125,t,12,14,29,29,8,8,6,2024-11-17,2024-12-26,4.88,4.88,4.5,5.0,5.0,5.0,4.88,f,2,2,0,0,5.85,129.20000000000002
36696,36696,city scrape,Copacabana posto 2,2024-08-19,,within a few hours,62%,29%,f,Copacabana,10.0,10.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,3.0,2.0,8.0,1629.0,5,365,5,5,365,365,t,22,43,68,343,0,0,0,,,,,,,,,,f,10,10,0,0,,276.93
36710,36710,city scrape,Lazer beira mar,2023-03-16,"Rio de Janeiro, Brazil",within an hour,100%,60%,,Copacabana,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,10.0,2000.0,5,365,2,5,365,365,t,3,26,44,319,1,1,1,2024-12-02,2024-12-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,1.0,340.0
36713,36713,city scrape,Lindo Ap  na Trancarioca.,2015-06-02,"Goiânia, Brazil",within a day,70%,100%,f,Penha Circular,1.0,1.0,t,,Penha Circular,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,331.0,1,365,1,1,365,365,t,25,55,85,360,0,0,0,,,,,,,,,,f,1,1,0,0,,56.27
36715,36715,city scrape,Lindo apartamento de 3 Quartos!,2018-02-22,"Rio de Janeiro, Brazil",within an hour,100%,44%,f,Copacabana,3.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,500.0,30,120,30,30,1125,1125,t,6,6,6,187,0,0,0,,,,,,,,,,f,3,3,0,0,,85.0
36718,36718,city scrape,Apto no Leblon com Vista 360º,2014-05-30,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,7,3.5,3.0,4.0,2857.0,3,1125,3,4,1125,1125,t,21,51,74,74,0,0,0,,,,,,,,,,f,1,1,0,0,,485.69000000000005
36722,36722,city scrape,Botafogo - Apartamento amplo - Ótima localização,2015-09-17,Brazil,within a few hours,100%,92%,t,Botafogo,1.0,2.0,t,,Botafogo,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,816.0,2,365,2,4,365,365,t,18,45,70,70,3,3,2,2024-11-24,2024-12-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,2.65,138.72
36725,36725,city scrape,Apartamento quadra da praia de Copa/ arpoador,2024-02-11,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,1514.0,5,365,1,5,365,365,t,3,3,20,295,0,0,0,,,,,,,,,,t,1,1,0,0,,257.38
36727,36727,city scrape,Copacabana -RJ,2020-08-16,,within a few hours,100%,,f,Copacabana,2.0,2.0,t,,Copacabana,Entire condo,Entire home/apt,6,1.0,2.0,2.0,1686.0,3,28,3,3,1125,1125,t,29,59,84,359,0,0,0,,,,,,,,,,f,2,2,0,0,,286.62
36734,36734,city scrape,Eventos - Aniversários - Festa,2024-04-01,,within a day,60%,80%,f,Copacabana,5.0,6.0,t,,Centro,Tiny home,Entire home/apt,16,1.0,0.0,1.0,1429.0,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,5,5,0,0,,242.93
36745,36745,city scrape,Canto do Leblon 850m from beach,2019-12-21,"State of Rio de Janeiro, Brazil",within a few hours,100%,83%,f,Leblon,2.0,3.0,t,,Leblon,Entire rental unit,Entire home/apt,6,2.0,2.0,1.0,4571.0,5,365,5,5,365,365,t,30,60,90,364,0,0,0,,,,,,,,,,t,2,2,0,0,,777.07
36746,36746,city scrape,Stunning Copacabana View,2020-02-05,"State of Rio de Janeiro, Brazil",within a day,100%,100%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,6,2.5,3.0,4.0,5500.0,3,60,3,3,60,60,t,24,54,62,62,0,0,0,,,,,,,,,,f,1,1,0,0,,935.0000000000001
36749,36749,city scrape,"Melhor apartamento de Copacabana , todo novo !",2023-10-26,,within an hour,100%,33%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,3171.0,5,365,5,5,365,365,t,30,60,85,360,0,0,0,,,,,,,,,,t,1,1,0,0,,539.07
36752,36752,city scrape,Apart Temporada Recreio Bandeirantes 50M da Praia,2020-01-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Entire condo,Entire home/apt,5,2.5,2.0,2.0,950.0,5,60,5,5,60,60,t,25,55,59,87,0,0,0,,,,,,,,,,f,1,1,0,0,,161.5
36753,36753,city scrape,Apto Tijolinho 2min. da Praia.,2015-12-03,"Rio de Janeiro, Brazil",within an hour,100%,57%,f,Copacabana,29.0,76.0,f,,Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,2500.0,3,365,3,3,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,f,26,25,1,0,,425.00000000000006
36755,36755,city scrape,"Apartamento em Copacabana, 1 quadra da praia",2016-05-02,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,1700.0,3,365,3,44,365,365,t,4,22,44,319,0,0,0,,,,,,,,,,f,1,1,0,0,,289.0
36768,36768,city scrape,Apartamento confortável,2024-01-02,,within a day,70%,0%,f,Itanhangá,1.0,1.0,t,,Itanhangá,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,429.0,1,365,1,1,365,365,t,19,49,79,354,0,0,0,,,,,,,,,,f,1,1,0,0,,72.93
36776,36776,city scrape,apartamento luxo em Ipanema.a,2023-04-18,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,4.0,5.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,3.5,3.0,5.0,15000.0,3,365,3,3,365,365,t,5,5,10,10,0,0,0,,,,,,,,,,t,4,4,0,0,,2550.0
36780,36780,city scrape,Apartamento térreo Jacarepaguá,2023-02-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Pechincha,5.0,5.0,t,,Freguesia (Jacarepaguá),Entire rental unit,Entire home/apt,8,1.0,2.0,6.0,1291.0,1,365,1,1,365,365,t,29,59,81,356,1,1,1,2024-12-15,2024-12-15,4.0,5.0,5.0,5.0,5.0,4.0,4.0,f,5,2,3,0,1.0,219.47000000000003
36781,36781,city scrape,A12 Diária - Porto Maravilha,2020-12-23,,within an hour,100%,94%,t,,30.0,31.0,t,,Santo Cristo,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,502.0,1,365,1,1,365,365,t,30,54,68,68,0,0,0,,,,,,,,,,f,17,16,1,0,,85.34
36783,36783,previous scrape,Copacabana Atlântica Frente Mar,2024-09-03,,within a day,71%,6%,f,Copacabana,3.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,7,,3.0,,,1,365,1,1,365,365,t,6,28,58,333,0,0,0,,,,,,,,,,f,3,3,0,0,,
36784,36784,city scrape,residência familiar,2019-03-22,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Bento Ribeiro,1.0,1.0,t,,Bento Ribeiro,Entire home,Entire home/apt,6,2.0,2.0,2.0,200.0,2,365,2,2,365,365,t,23,53,75,233,1,1,1,2024-12-08,2024-12-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,1.0,34.0
36791,36791,city scrape,Apto. 2 Qtos. Bora Bora Resort,2019-01-14,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,2000.0,1,365,1,1,365,365,t,25,55,85,360,0,0,0,,,,,,,,,,f,1,1,0,0,,340.0
36792,36792,city scrape,Apto Copacabana-Ipanema-Arpoador,2017-11-11,"São Paulo, Brazil",within an hour,100%,62%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,957.0,2,60,2,5,60,60,t,4,7,7,124,2,2,2,2024-12-03,2024-12-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,2.0,162.69
36793,36793,city scrape,Casa Quebra-Cabeça Guaratiba,2016-05-17,"Niterói, Brazil",within an hour,100%,94%,f,Barra de Guaratiba,6.0,21.0,t,,Barra de Guaratiba,Entire home,Entire home/apt,16,3.5,5.0,5.0,3500.0,2,365,2,5,365,365,t,20,50,80,355,0,0,0,,,,,,,,,,t,4,4,0,0,,595.0
36794,36794,city scrape,Sugar Loaf view! Vista para o Pão de Açúcar!,2021-06-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Botafogo,2.0,2.0,t,,Botafogo,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1979.0,1,365,1,1,365,365,,18,44,65,320,0,0,0,,,,,,,,,,f,2,1,1,0,,336.43
36796,36796,city scrape,Copacabana Beach,2023-10-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,7,3.0,4.0,5.0,8999.0,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,1529.8300000000002
36801,36801,city scrape,Casa em Cond. Fechado,2018-02-25,"State of Minas Gerais, Brazil",within an hour,100%,92%,f,Vargem Pequena,1.0,1.0,f,,Vargem Pequena,Entire home,Entire home/apt,12,3.0,3.0,6.0,1200.0,3,365,3,3,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,t,1,1,0,0,,204.00000000000003
36803,36803,city scrape,Casa em excelente lugar no Méier,2022-05-10,Brazil,within an hour,100%,100%,f,Méier,3.0,8.0,t,,Méier,Entire home,Entire home/apt,12,1.5,4.0,5.0,290.0,2,60,2,2,60,60,t,16,35,35,49,0,0,0,,,,,,,,,,f,2,2,0,0,,49.300000000000004
